data;tipo;conteudo
26/2/25;poema;"""You're beautiful, it's true."" — James Blunt"
26/2/25;link;
27/2/25;poema;"""I just called to say I love you."" — Stevie Wonder"
27/2/25;link;
28/2/25;poema;"""You are the sunshine of my life."" — Stevie Wonder"
28/2/25;link;
1/3/25;poema;"""I wanna hold your hand."" — The Beatles"
1/3/25;link;
2/3/25;poema;"""You're the one that I want."" — John Travolta & Olivia Newton-John"
2/3/25;link;
3/3/25;poema;"""I was made for loving you."" — Kiss"
3/3/25;link;
4/3/25;poema;"""You're the best thing that ever happened to me."" — Gladys Knight & The Pips"
4/3/25;link;
5/3/25;poema;"""I just want to be your everything."" — Andy Gibb"
5/3/25;link;
6/3/25;poema;"""You make me feel like a natural woman."" — Aretha Franklin"
6/3/25;link;
7/3/25;poema;"""I want to know what love is."" — Foreigner"
7/3/25;link;
8/3/25;poema;"""You're my endless love."" — Diana Ross & Lionel Richie"
8/3/25;link;
9/3/25;poema;"""I swear by the moon and the stars in the sky."" — All-4-One"
9/3/25;link;
10/3/25;poema;"""You're my angel."" — Aerosmith"
10/3/25;link;
11/3/25;poema;"""I will be right here waiting for you."" — Richard Marx"
11/3/25;link;
12/3/25;poema;"""You are so beautiful to me."" — Joe Cocker"
12/3/25;link;
13/3/25;poema;"""I could stay awake just to hear you breathing."" — Aerosmith"
13/3/25;link;
14/3/25;poema;"""You're my everything."" — The Temptations"
14/3/25;link;
15/3/25;poema;"""I just can't stop loving you."" — Michael Jackson"
15/3/25;link;
16/3/25;poema;"""You're the reason I believe in love."" — Lionel Richie"
16/3/25;link;
17/3/25;poema;"""I want to spend my life with you."" — Eric Clapton"
17/3/25;link;
18/3/25;poema;"""You're the love of my life."" — Queen"
18/3/25;link;
19/3/25;poema;"""I need you like water, like breath, like rain."" — LeAnn Rimes"
19/3/25;link;
20/3/25;poema;"""You're the one I've been waiting for."" — U2"
20/3/25;link;
21/3/25;poema;"""I love you more than words can say."" — Stevie Wonder"
21/3/25;link;
22/3/25;poema;"""You're my heart, you're my soul."" — Modern Talking"
22/3/25;link;
23/3/25;poema;"""I can't imagine life without you."" — Mariah Carey"
23/3/25;link;
24/3/25;poema;"""You're the only one for me."" — Brian McKnight"
24/3/25;link;
25/3/25;poema;"""I want to grow old with you."" — Westlife"
25/3/25;link;
26/3/25;poema;"""You're the light in my life."" — Celine Dion"
26/3/25;link;
27/3/25;poema;"""I will love you until the end of time."" — Beyoncé"
27/3/25;link;
28/3/25;poema;"""You're the air that I breathe."" — The Hollies"
28/3/25;link;
29/3/25;poema;"""I can't live if living is without you."" — Mariah Carey"
29/3/25;link;
30/3/25;poema;"""You're the missing piece in my life."" — Backstreet Boys"
30/3/25;link;
31/3/25;poema;"""I love you more than I can say."" — Leo Sayer"
31/3/25;link;
1/4/25;poema;"""You're the one I love."" — Adele"
1/4/25;link;
2/4/25;poema;"""I want to be with you forever."" — Enrique Iglesias"
2/4/25;link;
3/4/25;poema;"""You're my destiny."" — Jim Brickman"
3/4/25;link;
4/4/25;poema;"""I can't stop loving you."" — Ray Charles"
4/4/25;link;
5/4/25;poema;"""You're the reason I smile."" — Avril Lavigne"
5/4/25;link;
6/4/25;poema;"""I love you just the way you are."" — Billy Joel"
6/4/25;link;
7/4/25;poema;"""You're my everything."" — Barry White"
7/4/25;link;
8/4/25;poema;"""I will always be there for you."" — Mariah Carey"
8/4/25;link;
9/4/25;poema;"""You're the one I want to spend my life with."" — Savage Garden"
9/4/25;link;
10/4/25;poema;"""I love you more with each passing day."" — Whitney Houston"
10/4/25;link;
11/4/25;poema;"""You're the reason I wake up each morning."" — Celine Dion"
11/4/25;link;
12/4/25;poema;"""I can't imagine my life without you."" — Bon Jovi"
12/4/25;link;
13/4/25;poema;"""You're the love I've been searching for."" — Luther Vandross"
13/4/25;link;
14/4/25;poema;"""I want to be your everything."" — Keith Urban"
14/4/25;link;
15/4/25;poema;"""You're the only one who understands me."" — Pink"
15/4/25;link;
16/4/25;poema;"""I love you more than I can express."" — Christina Aguilera"
16/4/25;link;
17/4/25;poema;"""You're the one who makes me whole."" — Toni Braxton"
17/4/25;link;
18/4/25;poema;"""I want to be with you always."" — Bryan Adams"
18/4/25;link;
19/4/25;poema;"""You're the reason I believe in love."" — Faith Hill"
19/4/25;link;
20/4/25;poema;"""I can't stop thinking about you."" — Maroon 5"
20/4/25;link;
21/4/25;poema;"""You're the one I dream about."" — Taylor Swift"
21/4/25;link;
22/4/25;poema;"""I love you more than life itself."" — Josh Groban"
22/4/25;link;
23/4/25;poema;"""You're my one and only."" — Adele"
23/4/25;link;
24/4/25;poema;"""I want to be your forever."" — Ed Sheeran"
24/4/25;link;
25/4/25;poema;"""You're the reason I breathe."" — Kelly Clarkson"
25/4/25;link;
26/4/25;poema;"""I can't imagine a day without you."" — Bruno Mars"
26/4/25;link;
27/4/25;poema;"""You're the love that completes me."" — Leona Lewis"
27/4/25;link;
28/4/25;poema;"""I love you more than words can say."" — Jason Mraz"
28/4/25;link;
29/4/25;poema;"""You're the one I want to grow old with."" — Norah Jones"
29/4/25;link;
30/4/25;poema;"""I want to be your everything."" — Michael Bublé"
30/4/25;link;
1/5/25;poema;"""You're the reason I smile every day."" — Colbie Caillat"
1/5/25;link;
2/5/25;poema;"""I can't stop loving you."" — Phil Collins"
2/5/25;link;
3/5/25;poema;"""You're the one who makes my heart sing."" — James Morrison"
3/5/25;link;
4/5/25;poema;"""I love you more than anything."" — Alicia Keys"
4/5/25;link;
5/5/25;poema;"""You're the one I want to spend my life with."" — John Mayer"
5/5/25;link;
6/5/25;poema;"""I want to be with you forever."" — Jason Derulo"
6/5/25;link;
7/5/25;poema;"""You're the love of my life."" — Sam Smith"
7/5/25;link;
8/5/25;poema;"""I can't imagine my life without you."" — Kelly Rowland"
8/5/25;link;
9/5/25;poema;"""You're the one who makes me whole."" — Christina Perri"
9/5/25;link;
10/5/25;poema;"""I love you more than I can say."" — Jessie J"
10/5/25;link;
11/5/25;poema;"""You're the reason I believe in love."" — Ellie Goulding"
11/5/25;link;
12/5/25;poema;"""I want to be your everything."" — Shawn Mendes"
12/5/25;link;
13/5/25;poema;"""You're the one I dream about."" — Camila Cabello"
13/5/25;link;
14/5/25;poema;"""I love you more than life itself."" — Hozier"
14/5/25;link;
15/5/25;poema;"""You're my one and only."" — Lana Del Rey"
15/5/25;link;
16/5/25;poema;"""I want to be your forever."" — Lewis Capaldi"
16/5/25;link;
17/5/25;poema;"""You're the reason I breathe."" — Dua Lipa"
17/5/25;link;
18/5/25;poema;"""I can't imagine a day without you."" — Harry Styles"
18/5/25;link;
19/5/25;poema;"""You're the love that completes me."" — Billie Eilish"
19/5/25;link;
20/5/25;poema;"""I love you more than words can say."" — Olivia Rodrigo"
20/5/25;link;
21/5/25;poema;"""You're the one I want to grow old with."" — Niall Horan"
21/5/25;link;
22/5/25;poema;"""I want to be your everything."" — Zayn Malik"
22/5/25;link;
23/5/25;poema;"""You're the reason I smile every day."" — Selena Gomez"
23/5/25;link;
24/5/25;poema;"""I can't stop loving you."" — Justin Bieber"
24/5/25;link;
25/5/25;poema;"""You're the one who makes my heart sing."" — Ariana Grande"
25/5/25;link;
26/5/25;poema;"""I love you more than anything."" — Miley Cyrus"
26/5/25;link;
27/5/25;poema;"""You're the one I want to spend my life with."" — Demi Lovato"
27/5/25;link;
28/5/25;poema;"""I want to be with you forever."" — Shawn Mendes"
28/5/25;link;
29/5/25;poema;"""You're the love of my life."" — Ed Sheeran"
29/5/25;link;
30/5/25;poema;"""When you say you love me, know I love you more."""
30/5/25;link;
31/5/25;poema;"""I stay when the ecstasy is far away, and I pray that it's coming 'round again."""
31/5/25;link;
1/6/25;poema;"""I can buy myself flowers, write my name in the sand."""
1/6/25;link;
2/6/25;poema;"""I know that you're wrong for me, gonna wish we never met on the day I leave."""
2/6/25;link;
3/6/25;poema;"""It's been a long time since I felt this good on my own."""
3/6/25;link;
4/6/25;poema;"""When the sun dies and the stars fade from view, our love will remain real and true."""
4/6/25;link;
5/6/25;poema;"""The more I stay, the less I go."""
5/6/25;link;
6/6/25;poema;"""Say I'm leavin', but I'm only playing liar."""
6/6/25;link;
7/6/25;poema;"""I just thought we had more to lose."""
7/6/25;link;
8/6/25;poema;"""I don't need a reason, not sorry, I want your stupid love."""
8/6/25;link;
9/6/25;poema;"""I don't wanna be alone forever, but I can be tonight."""
9/6/25;link;
10/6/25;poema;"""Life is so simple, a little boy, a little girl, laughing and loving."""
10/6/25;link;
11/6/25;poema;"""Lovers in the night, poets trying to write."""
11/6/25;link;
12/6/25;poema;"""I want your love and I want your revenge."""
12/6/25;link;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;"""I'm off the deep end, watch as I dive in."""
;;
;;"""I want your psycho, your vertigo shtick."""
;;
;;"""You're the one that I've been waiting for."""
